NAME,ADDRESS,CITY,STATE,ZIPCODE,LAT,LONG,STARS,REVIEW_COUNT,IS_OPEN,ACCEPTS_CREDITCARD,PRICE_RANGE,ALCOHOL,WIFI,DOGS_ALLOWED,WHEELCHAIR_ACCESS,APPOINTMENT_ONLY,CATEGORIES,CATEGORY1,TYPE,CATEGORY2,CATEGORY3,CATEGORY4,CATEGORY5,CATEGORY6,CATEGORY7,CATEGORY8,CATEGORY9,CATEGORY10,CATEGORY11,CATEGORY12,CATEGORY13,CATEGORY14,CATEGORY15,CATEGORY16,,,,,,,,
Anytime Fitness,"8969 N Lincoln Hwy, Ste  A-2",Irwin,PA,15642,40.32052838,-79.69080091,3,6,1,TRUE,,,,,,FALSE,"Active Life, Trainers, Gyms, Fitness & Instruction",Active Life,, Trainers, Gyms, Fitness , Instruction,,,,,,,,,,,,,,,,,,,
Duck Donuts,"100 Siena Dr, Ste 220",Pittsburgh,PA,15241,40.3471534,-80.0574215,4,52,1,TRUE,1,none,free,FALSE,TRUE,,"Coffee & Tea, Breakfast & Brunch, Donuts, Food, Restaurants",Coffee ,, Tea, Breakfast , Brunch, Donuts, Food, Restaurants,,,,,,,,,,,,,,,,,
Veltre's Pizza of White Oak,2812 State St,White Oak,PA,15131,40.3525061,-79.8214981,4,21,1,TRUE,1,,,,TRUE,,"Italian, American (Traditional), Pizza, Restaurants",Italian,, American (Traditional), Pizza, Restaurants,,,,,,,,,,,,,,,,,,,,
Newman Chiropractic Center,"50 Freeport Rd, Ste 200",Pittsburgh,PA,15215,40.4914681,-79.908081,5,3,1,TRUE,,,,,,TRUE,"Health & Medical, Chiropractors",Health ,, Medical, Chiropractors,,,,,,,,,,,,,,,,,,,,,
US Post Office,6360 Broad St,Pittsburgh,PA,15206,40.4602463,-79.9169998,1.5,5,1,TRUE,,,,,,,"Public Services & Government, Local Services, Shipping Centers, Post Offices",Public Services ,, Government, Local Services, Shipping Centers, Post Offices,,,,,,,,,,,,,,,,,,,
Old Allegheny Shoppe,4755 Clairton Blvd,Pittsburgh,PA,15236,40.3525616,-79.9774498,4,4,1,TRUE,2,,,,,,"Personal Shopping, Home Services, Home & Garden, Interior Design, Shopping, Furniture Stores",Personal Shopping,, Home Services, Home , Garden, Interior Design, Shopping, Furniture Stores,,,,,,,,,,,,,,,,,
Meineke Car Care Center,2200 Freeport Rd,Harmar Township,PA,15238,40.524977,-79.85113,4,5,1,TRUE,,,,,,,"Automotive, Tires, Oil Change Stations, Auto Repair",Automotive,, Tires, Oil Change Stations, Auto Repair,,,,,,,,,,,,,,,,,,,,
Wild Rosemary,1469 Bower Hill Rd,Pittsburgh,PA,15241,40.361915,-80.093232,4,53,1,TRUE,3,none,no,,,,"Restaurants, Desserts, American (New), Mediterranean, Food",Restaurants,, Desserts, American (New), Mediterranean, Food,,,,,,,,,,,,,,,,,,,
Eden's Market,99 Alfred St,Mount Lebanon,PA,15228,40.38066854,-80.04413393,3.5,6,1,TRUE,2,none,,,,FALSE,"Specialty Food, Food, Drugstores, International Grocery, Gluten-Free, Health & Medical, Health Markets, Shopping, Nutritionists, Restaurants",Specialty Food,, Food, Drugstores, International Grocery, Gluten-Free, Health , Medical, Health Markets, Shopping, Nutritionists, Restaurants,,,,,,,,,,,,,
Yes we cater,2326 Mosside Blvd,Monroeville,PA,15146,40.4137418,-79.758322,2.5,10,1,,,,,,,,"Event Planning & Services, Caterers",Event Planning ,, Services, Caterers,,,,,,,,,,,,,,,,,,,,,
Advanced Dental Solutions of Pittsburgh,1395 McLaughlin Run Rd,Pittsburgh,PA,15241,40.3561651,-80.0907031,5,4,1,,,,,,,TRUE,"Health & Medical, General Dentistry, Dentists",Health ,, Medical, General Dentistry, Dentists,,,,,,,,,,,,,,,,,,,,
Bruegger's Bagels,Pittsburgh International Airport,Pittsburgh,PA,15231,40.49552334,-80.24141577,3,15,1,TRUE,1,none,no,,,,"Food, Sandwiches, Bagels, Restaurants, Breakfast & Brunch",Food,, Sandwiches, Bagels, Restaurants, Breakfast , Brunch,,,,,,,,,,,,,,,,,,
The Exchange,5862 Forbes Ave,Pittsburgh,PA,15217,40.438038,-79.921091,4.5,26,1,TRUE,1,,,,,,"Shopping, Music & DVDs, Books, Mags, Music & Video",Shopping,, Music , DVDs, Books, Mags, Music , Video,,,,,,,,,,,,,,,,,
Bootleggers,403 Semple St,Pittsburgh,PA,15213,40.437102,-79.9548186,3.5,17,1,TRUE,1,full_bar,,,,,"Bars, Nightlife, Dive Bars",Bars,, Nightlife, Dive Bars,,,,,,,,,,,,,,,,,,,,,
Hunan Bar,239 Atwood St,Pittsburgh,PA,15213,40.4402935,-79.9562773,4,55,1,TRUE,2,full_bar,no,,,,"Restaurants, Szechuan, Chinese",Restaurants,, Szechuan, Chinese,,,,,,,,,,,,,,,,,,,,,
Sunoco,301 Craft Ave,Pittsburgh,PA,15213,40.435614,-79.96088,2,4,1,TRUE,,,,,,,"Automotive, Gas Stations",Automotive,, Gas Stations,,,,,,,,,,,,,,,,,,,,,,
Mia Madre Trattoria,649 California Ave,Avalon,PA,15202,40.50110949,-80.0672424,4,33,0,FALSE,2,full_bar,no,,,,"Restaurants, Italian",Restaurants,, Italian,,,,,,,,,,,,,,,,,,,,,,
Affordable Auto Services,1610 Freeport Rd,New Kensington,PA,15068,40.576921,-79.756348,3.5,3,1,TRUE,,,,,,,"Automotive, Oil Change Stations, Body Shops, Transmission Repair, Auto Repair, Smog Check Stations",Automotive,, Oil Change Stations, Body Shops, Transmission Repair, Auto Repair, Smog Check Stations,,,,,,,,,,,,,,,,,,
Tranquility wellSPA,"2605 Nicholson Rd, Ste 3130",Sewickley,PA,15143,40.6110854,-80.1007672,5,4,1,TRUE,3,,,,TRUE,TRUE,"Health & Medical, Beauty & Spas, Waxing, Massage, Day Spas, Tanning, Massage Therapy, Spray Tanning, Hair Removal, Skin Care, Eyelash Service, Medical Spas",Health ,, Medical, Beauty , Spas, Waxing, Massage, Day Spas, Tanning, Massage Therapy, Spray Tanning, Hair Removal, Skin Care, Eyelash Service, Medical Spas,,,,,,,,,,
NC Hair Studio,405 Butler St,Etna,PA,15223,40.4980468,-79.9440474,4.5,10,1,TRUE,1,,,,TRUE,FALSE,"Hair Extensions, Nail Salons, Waxing, Cosmetics & Beauty Supply, Hair Stylists, Hair Salons, Hair Removal, Beauty & Spas, Shopping",Hair Extensions,, Nail Salons, Waxing, Cosmetics , Beauty Supply, Hair Stylists, Hair Salons, Hair Removal, Beauty , Spas, Shopping,,,,,,,,,,,,,
Area 51 Bbq,4871 Clairton Blvd,Pittsburgh,PA,15236,40.34941819,-79.97571791,3.5,14,0,TRUE,1,,no,,,,"Barbeque, Restaurants",Barbeque,, Restaurants,,,,,,,,,,,,,,,,,,,,,,
Kim's Nails,1701 Lincoln Hwy,North Versailles,PA,15137,40.37109733,-79.78576818,4.5,5,1,TRUE,1,,,,FALSE,FALSE,"Beauty & Spas, Nail Salons",Beauty ,, Spas, Nail Salons,,,,,,,,,,,,,,,,,,,,,
Chick-fil-A,1620 Washington Rd,Pittsburgh,PA,15241,40.351992,-80.051531,4,25,1,TRUE,1,none,free,,,,"Fast Food, Event Planning & Services, Caterers, Restaurants",Fast Food,, Event Planning , Services, Caterers, Restaurants,,,,,,,,,,,,,,,,,,,
Koppers Building Barber Shop,"436 7th Ave, Ste 2500",Pittsburgh,PA,15219,40.4420849,-79.9956257,4,16,1,FALSE,2,,,,TRUE,FALSE,"Barbers, Beauty & Spas",Barbers,, Beauty , Spas,,,,,,,,,,,,,,,,,,,,,
Z:Lounge,2108 E Carson St,Pittsburgh,PA,15203,40.428216,-79.975832,4,8,0,TRUE,2,full_bar,,,TRUE,,"Dance Clubs, Bars, Nightlife, Lounges",Dance Clubs,, Bars, Nightlife, Lounges,,,,,,,,,,,,,,,,,,,,
Mount Washington,,Pittsburgh,PA,15211,40.43315543,-80.01720428,4.5,65,1,,,,,,,,Local Flavor,Local Flavor,,,,,,,,,,,,,,,,,,,,,,,,
Rita's Italian Ice,2070 Greentree Rd,Pittsburgh,PA,15220,40.3922861,-80.0688478,3.5,7,1,TRUE,1,,no,,,,"Desserts, Food, Shaved Ice, Ice Cream & Frozen Yogurt",Desserts,, Food, Shaved Ice, Ice Cream , Frozen Yogurt,,,,,,,,,,,,,,,,,,,
Castle Tavern,3160 Library Rd,Pittsburgh,PA,15234,40.3717019,-80.0090216,2.5,3,1,,,,,,,,"Nightlife, Bars",Nightlife,, Bars,,,,,,,,,,,,,,,,,,,,,,
Madison's Bar and Grill,2750 Mosside Blvd,Monroeville,PA,15146,40.4371252,-79.7551409,2.5,3,1,TRUE,,full_bar,free,FALSE,TRUE,,"Bars, Restaurants, Nightlife, Salad, American (Traditional)",Bars,, Restaurants, Nightlife, Salad, American (Traditional),,,,,,,,,,,,,,,,,,,
Terry's Plumbing,3227 Babcock Blvd,Pittsburgh,PA,15237,40.5251134,-80.0166393,4.5,11,1,TRUE,,,,,,TRUE,"Contractors, Plumbing, Home Services",Contractors,, Plumbing, Home Services,,,,,,,,,,,,,,,,,,,,,
Auria Salon,8313 Perry Hwy,Pittsburgh,PA,15237,40.5582091,-80.0398939,5,8,1,TRUE,2,,,,,TRUE,"Eyelash Service, Day Spas, Massage, Event Planning & Services, Hair Stylists, Beauty & Spas, Hair Removal, Hair Salons, Waxing, Wedding Planning, Eyebrow Services",Eyelash Service,, Day Spas, Massage, Event Planning , Services, Hair Stylists, Beauty , Spas, Hair Removal, Hair Salons, Waxing, Wedding Planning, Eyebrow Services,,,,,,,,,,,
Bistro 9101,9101 Perry Hwy,Pittsburgh,PA,15237,40.5719693,-80.0369749,3.5,38,1,TRUE,2,full_bar,free,,,,"Venues & Event Spaces, Breakfast & Brunch, Seafood, American (New), Vegetarian, Event Planning & Services, Restaurants",Venues ,, Event Spaces, Breakfast , Brunch, Seafood, American (New), Vegetarian, Event Planning , Services, Restaurants,,,,,,,,,,,,,,
Maisie's Pizza,"1130 Perry Hwy, Ste 7",Pittsburgh,PA,15237,40.5477169,-80.0355297,4.5,8,1,TRUE,1,none,no,,,,"Restaurants, Pizza",Restaurants,, Pizza,,,,,,,,,,,,,,,,,,,,,,
Cricket,7380 McKnight Rd,Pittsburgh,PA,15237,40.5393355,-80.0113865,1,3,0,,,,,,,,"Shopping, Mobile Phones",Shopping,, Mobile Phones,,,,,,,,,,,,,,,,,,,,,,
Family Christian,2365 Mountain View Dr,West Mifflin,PA,15122,40.3449541,-79.9474186,4,3,0,TRUE,2,,,,,,"Bookstores, Shopping, Books, Mags, Music & Video, Flowers & Gifts, Music & DVDs, Gift Shops, Religious Items",Bookstores,, Shopping, Books, Mags, Music , Video, Flowers , Gifts, Music , DVDs, Gift Shops, Religious Items,,,,,,,,,,,,
Chuck's Complete Auto Service,75 McMurray Rd,Pittsburgh,PA,15241,40.3281244,-80.0659661,4.5,8,1,TRUE,,,,,,,"Auto Repair, Auto Parts & Supplies, Automotive, Tires, Oil Change Stations",Auto Repair,, Auto Parts , Supplies, Automotive, Tires, Oil Change Stations,,,,,,,,,,,,,,,,,,
Pennsylvania Wine Cellar,125 Station Sq Dr,Pittsburgh,PA,15219,40.4330076,-80.0045618,3.5,9,1,TRUE,2,,,,TRUE,FALSE,"Arts & Entertainment, Wineries, Food",Arts ,, Entertainment, Wineries, Food,,,,,,,,,,,,,,,,,,,,
Mozart Management,515 S Aiken Ave,Pittsburgh,PA,15232,40.4556811,-79.9380454,2,44,1,FALSE,,,,,,TRUE,"Real Estate, Apartments, Home Services",Real Estate,, Apartments, Home Services,,,,,,,,,,,,,,,,,,,,,
lululemon athletica,5520 Walnut St,Pittsburgh,PA,15232,40.4511908,-79.9329448,3,16,1,TRUE,3,,,,,FALSE,"Women's Clothing, Fitness & Instruction, Active Life, Sports Wear, Sporting Goods, Yoga, Fashion, Shopping",Women's Clothing,, Fitness , Instruction, Active Life, Sports Wear, Sporting Goods, Yoga, Fashion, Shopping,,,,,,,,,,,,,,,
Noble Window Cleaning,4017 Washington Rd,McMurray,PA,15317,40.270949,-80.127581,3.5,3,1,TRUE,,,,,,,"Roofing, Home Cleaning, Gutter Services, Window Washing, Home Services, Pressure Washers",Roofing,, Home Cleaning, Gutter Services, Window Washing, Home Services, Pressure Washers,,,,,,,,,,,,,,,,,,
Wexford Ale House,10501 Perry Hwy,Wexford,PA,15090,40.6091504,-80.0533636,3.5,62,1,TRUE,2,full_bar,free,,FALSE,,"Bars, Nightlife, American (Traditional), Restaurants",Bars,, Nightlife, American (Traditional), Restaurants,,,,,,,,,,,,,,,,,,,,
Acacia,2108 E Carson St,Pittsburgh,PA,15203,40.4282821,-79.9758829,4.5,130,0,TRUE,2,full_bar,no,,,,"Bars, Lounges, Nightlife, Cocktail Bars",Bars,, Lounges, Nightlife, Cocktail Bars,,,,,,,,,,,,,,,,,,,,
Buford's Kitchen,1014 5th Ave,Pittsburgh,PA,15219,40.43872706,-79.9904322,2.5,82,1,TRUE,2,full_bar,free,FALSE,TRUE,,"Nightlife, American (Traditional), Restaurants, Burgers, Bars",Nightlife,, American (Traditional), Restaurants, Burgers, Bars,,,,,,,,,,,,,,,,,,,
Pucktastic Auto Detailing,207 12th St,Ambridge,PA,15003,40.5948352,-80.23137,5,3,1,TRUE,,,,,,,"Car Wash, Auto Detailing, Automotive",Car Wash,, Auto Detailing, Automotive,,,,,,,,,,,,,,,,,,,,,
Thelma Lovette YMCA,2114 Centre Ave,Pittsburgh,PA,15219,40.4449437,-79.977398,4,7,1,TRUE,,,,,,FALSE,"Child Care & Day Care, Active Life, Gyms, Fitness & Instruction, Local Services",Child Care ,, Day Care, Active Life, Gyms, Fitness , Instruction, Local Services,,,,,,,,,,,,,,,,,
You've Got Maids,5386 Steubenville Pike,Robinson,PA,15136,40.449203,-80.122438,1.5,3,0,TRUE,,,,,,,"Home Services, Home Cleaning",Home Services,, Home Cleaning,,,,,,,,,,,,,,,,,,,,,,
Senator John Heinz History Center,1212 Smallman St,Pittsburgh,PA,15222,40.4467453,-79.9921306,4.5,120,1,,,,,,,,"Arts & Entertainment, Public Services & Government, Museums, Landmarks & Historical Buildings",Arts ,, Entertainment, Public Services , Government, Museums, Landmarks , Historical Buildings,,,,,,,,,,,,,,,,,
Allegheny Fence Construction Co Inc,4301 Irvine St,Pittsburgh,PA,15207,40.4185389,-79.9477966,5,3,1,TRUE,,,,,,TRUE,"Home Services, Contractors, Fences & Gates",Home Services,, Contractors, Fences , Gates,,,,,,,,,,,,,,,,,,,,
St Anthony's Chapel,1700 Harpster St,Pittsburgh,PA,15212,40.464958,-79.983936,4,9,1,,,,,,,,"Doctors, Churches, Religious Organizations, Health & Medical",Doctors,, Churches, Religious Organizations, Health , Medical,,,,,,,,,,,,,,,,,,,
David I Helfer Jeweler,"717 Liberty Ave, Ste 312",Pittsburgh,PA,15222,40.4427717,-79.9992898,4.5,6,1,TRUE,2,,,,,FALSE,"Shopping, Jewelry",Shopping,, Jewelry,,,,,,,,,,,,,,,,,,,,,,
WDVE 102.5 FM,200 Fleet St,Pittsburgh,PA,15220,40.4209312,-80.0494796,2.5,4,1,,,,,,,,"Mass Media, Radio Stations",Mass Media,, Radio Stations,,,,,,,,,,,,,,,,,,,,,,
Clockwise Tees,"400 N Lexington St, Ste LL119",Pittsburgh,PA,15208,40.45498248,-79.9086531,5,3,1,TRUE,,,,,,,"Mass Media, Shopping, Arts & Crafts, Screen Printing/T-Shirt Printing, Print Media, Printing Services, Local Services, Embroidery & Crochet",Mass Media,, Shopping, Arts , Crafts, Screen Printing/T-Shirt Printing, Print Media, Printing Services, Local Services, Embroidery , Crochet,,,,,,,,,,,,,,
Steeler's Sideline Store,300 S Hills Vlg,Pittsburgh,PA,15241,40.3419337,-80.057056,4.5,3,1,TRUE,2,,,,TRUE,,"Sports Wear, Sporting Goods, Fashion, Shopping",Sports Wear,, Sporting Goods, Fashion, Shopping,,,,,,,,,,,,,,,,,,,,
BIG Mike's Inspections,2343 Norton Rd,Pittsburgh,PA,15241,40.32005,-80.076224,5,3,1,TRUE,,,,,,TRUE,"Commercial Real Estate, Home Inspectors, Pest Control, Local Services, Home Services, Real Estate",Commercial Real Estate,, Home Inspectors, Pest Control, Local Services, Home Services, Real Estate,,,,,,,,,,,,,,,,,,
Sewickley Porsche,526 Ohio River Blvd,Sewickley,PA,15143,40.5357533,-80.1840047,4,12,1,TRUE,,,,,,,"Automotive, Car Dealers, Auto Repair, Auto Parts & Supplies",Automotive,, Car Dealers, Auto Repair, Auto Parts , Supplies,,,,,,,,,,,,,,,,,,,
Tavern 51,4604 Clairton Blvd,Pittsburgh,PA,15236,40.3572628,-79.9811182,4.5,34,1,TRUE,2,full_bar,no,,,,"Restaurants, American (New), Nightlife, Bars",Restaurants,, American (New), Nightlife, Bars,,,,,,,,,,,,,,,,,,,,
Subway,517 McNeilly Rd,Pittsburgh,PA,15226,40.383099,-80.0173822,2,5,1,TRUE,1,none,,,,,"Restaurants, Fast Food, Sandwiches",Restaurants,, Fast Food, Sandwiches,,,,,,,,,,,,,,,,,,,,,
Salon Beleza,"603 Washington Rd, Ste 2",Pittsburgh,PA,15228,40.3830517,-80.0436552,3.5,10,1,TRUE,2,,,,,FALSE,"Hair Stylists, Hair Salons, Beauty & Spas",Hair Stylists,, Hair Salons, Beauty , Spas,,,,,,,,,,,,,,,,,,,,
Mt Lebanon Floral Shop,725 Washington Rd,Pittsburgh,PA,15228,40.3794013,-80.0448518,4,16,1,TRUE,3,,,,,,"Florists, Flowers & Gifts, Shopping",Florists,, Flowers , Gifts, Shopping,,,,,,,,,,,,,,,,,,,,
be. Salon,633 Washington Rd,Pittsburgh,PA,15228,40.382187,-80.043783,5,27,1,TRUE,2,,,,TRUE,TRUE,"Hair Removal, Nail Salons, Men's Hair Salons, Beauty & Spas, Hair Salons, Waxing",Hair Removal,, Nail Salons, Men's Hair Salons, Beauty , Spas, Hair Salons, Waxing,,,,,,,,,,,,,,,,,
Select Dental,547 North Ave,Pittsburgh,PA,15209,40.4850699,-79.973259,5,3,1,TRUE,,,,,,TRUE,"Dentists, Endodontists, General Dentistry, Cosmetic Dentists, Health & Medical",Dentists,, Endodontists, General Dentistry, Cosmetic Dentists, Health , Medical,,,,,,,,,,,,,,,,,,
Domino's Pizza,1300 Brodhead Rd,Coraopolis,PA,15108,40.535071,-80.229376,1.5,18,1,TRUE,2,none,no,,,,"Sandwiches, Chicken Wings, Pizza, Restaurants",Sandwiches,, Chicken Wings, Pizza, Restaurants,,,,,,,,,,,,,,,,,,,,
Top Notch Heating and Cooling,1403 Rockland Ave,Pittsburgh,PA,15216,40.4129932,-80.0200185,4,4,1,TRUE,,,,,,FALSE,"Water Heater Installation/Repair, Heating & Air Conditioning/HVAC, Home Services",Water Heater Installation/Repair,, Heating , Air Conditioning/HVAC, Home Services,,,,,,,,,,,,,,,,,,,,
Brighton Service Station,4428 Ohio River Blvd,Pittsburgh,PA,15202,40.4899898,-80.0589722,2,5,1,,,,,,,,"Automotive, Towing",Automotive,, Towing,,,,,,,,,,,,,,,,,,,,,,
Steubenville Pike Auto Body,6112 Steubenville Pike,Robinson Township,PA,15136,40.444933,-80.14606,3,11,1,TRUE,,,,,,,"Car Dealers, Auto Repair, Body Shops, Automotive",Car Dealers,, Auto Repair, Body Shops, Automotive,,,,,,,,,,,,,,,,,,,,
Breitinger's Flowers,101 Cool Springs Rd,White Oak,PA,15131,40.332881,-79.814373,5,5,1,TRUE,2,,,,TRUE,,"Florists, Shopping, Flowers & Gifts",Florists,, Shopping, Flowers , Gifts,,,,,,,,,,,,,,,,,,,,
Healing Roots Massage & Wellness Center,5829 Ellsworth Ave,Pittsburgh,PA,15232,40.4568119,-79.9301113,5,11,1,TRUE,2,,,TRUE,TRUE,TRUE,"Pilates, Health & Medical, Active Life, Day Spas, Massage Therapy, Massage, Fitness & Instruction, Reiki, Yoga, Beauty & Spas, Meditation Centers",Pilates,, Health , Medical, Active Life, Day Spas, Massage Therapy, Massage, Fitness , Instruction, Reiki, Yoga, Beauty , Spas, Meditation Centers,,,,,,,,,,
Unblurred,4800-5500 Penn Ave,Pittsburgh,PA,15224,40.46521,-79.946248,4.5,3,1,TRUE,2,,,,TRUE,FALSE,"Restaurants, Shopping, Arts & Entertainment, Art Galleries",Restaurants,, Shopping, Arts , Entertainment, Art Galleries,,,,,,,,,,,,,,,,,,,
La Palapa,"Pittsburgh Public Market, 2401 Penn Avenue",Pittsburgh,PA,15201,40.4535609,-79.9805948,4.5,6,0,TRUE,1,,no,,,,"Restaurants, Mexican",Restaurants,, Mexican,,,,,,,,,,,,,,,,,,,,,,
Pizza Salerno,510 Station St,Bridgeville,PA,15017,40.357359,-80.110555,3,25,1,TRUE,1,,,,,,"Italian, Salad, Pizza, Restaurants",Italian,, Salad, Pizza, Restaurants,,,,,,,,,,,,,,,,,,,,
Clean Interiors,136 Kensington Dr,Pittsburgh,PA,15237,40.5379856,-80.0858116,5,18,1,TRUE,,,,,,TRUE,"Home Cleaning, Furniture Reupholstery, Refinishing Services, Home Services, Carpet Cleaning, Air Duct Cleaning, Local Services",Home Cleaning,, Furniture Reupholstery, Refinishing Services, Home Services, Carpet Cleaning, Air Duct Cleaning, Local Services,,,,,,,,,,,,,,,,,
Mick's North Hills Chrysler Jeep Dodge,7670 McKnight Rd,Pittsburgh,PA,15237,40.545706,-80.0155344,1.5,5,0,,,,,,,,"Auto Parts & Supplies, Auto Repair, Car Dealers, Body Shops, Automotive",Auto Parts ,, Supplies, Auto Repair, Car Dealers, Body Shops, Automotive,,,,,,,,,,,,,,,,,,
Bloom Cigar Company,54 S 12th St,Pittsburgh,PA,15203,40.4289912,-79.9866,4.5,13,1,TRUE,2,,,,,,"Shopping, Tobacco Shops",Shopping,, Tobacco Shops,,,,,,,,,,,,,,,,,,,,,,
Alla Famiglia,804 E Warrington Ave,Pittsburgh,PA,15210,40.4216209,-79.9934403,4.5,182,1,TRUE,4,full_bar,no,,TRUE,,"Italian, Restaurants",Italian,, Restaurants,,,,,,,,,,,,,,,,,,,,,,
Pittsburgh Center for Holistic Dentistry,"5830 Ellsworth Ave, Ste 304",Pittsburgh,PA,15232,40.4563571,-79.9301605,3.5,3,1,,,,,,,TRUE,"Dentists, Doctors, General Dentistry, Naturopathic/Holistic, Cosmetic Dentists, Health & Medical",Dentists,, Doctors, General Dentistry, Naturopathic/Holistic, Cosmetic Dentists, Health , Medical,,,,,,,,,,,,,,,,,
Kouskous Express,665 Washington Rd,Pittsburgh,PA,15228,40.3813039,-80.0439306,4.5,30,1,TRUE,2,,,,,,"Moroccan, Restaurants, Fast Food",Moroccan,, Restaurants, Fast Food,,,,,,,,,,,,,,,,,,,,,
Dalmo Optical,5831 Forbes Ave,Pittsburgh,PA,15217,40.43827745,-79.92175379,3.5,15,1,TRUE,2,,,FALSE,TRUE,TRUE,"Shopping, Health & Medical, Optometrists, Eyewear & Opticians",Shopping,, Health , Medical, Optometrists, Eyewear , Opticians,,,,,,,,,,,,,,,,,,
Hollywood Cafe,2917 Duss Ave,Ambridge,PA,15003,40.6133388,-80.2265981,2.5,3,1,TRUE,2,full_bar,free,,,,"Bars, Nightlife, Sports Bars, American (Traditional), Restaurants",Bars,, Nightlife, Sports Bars, American (Traditional), Restaurants,,,,,,,,,,,,,,,,,,,
La Tavola Italiana,1 Boggs Ave,Pittsburgh,PA,15211,40.4267793,-80.005652,3.5,126,1,TRUE,2,none,no,,TRUE,,"Restaurants, Pizza, Italian",Restaurants,, Pizza, Italian,,,,,,,,,,,,,,,,,,,,,
Exceptional Limousine,,Pittsburgh,PA,15205,40.4417703,-80.0870155,2.5,3,1,,,,,,,,"Airport Shuttles, Public Transportation, Transportation, Hotels & Travel, Limos",Airport Shuttles,, Public Transportation, Transportation, Hotels , Travel, Limos,,,,,,,,,,,,,,,,,,
Simply Amazing Auto Detailing,389 Grace Ave,Canonsburg,PA,15317,40.2652834,-80.2029678,2.5,3,1,,,,,,,,"Auto Detailing, Automotive",Auto Detailing,, Automotive,,,,,,,,,,,,,,,,,,,,,,
Wolbert Auto Body and Repair,47 E Crafton Ave,Pittsburgh,PA,15205,40.4359198,-80.0653046,4,9,1,TRUE,,,,,,,"Automotive, Auto Repair, Towing, Gas Stations, Tires, Body Shops",Automotive,, Auto Repair, Towing, Gas Stations, Tires, Body Shops,,,,,,,,,,,,,,,,,,
"Rehder E Karen, MD","580 S Aiken Ave, Ste 500, Womens Gynecologic Associates",Pittsburgh,PA,15232,40.4534133,-79.9376768,3,6,1,,,,,,,TRUE,"Health & Medical, Obstetricians & Gynecologists, Doctors",Health ,, Medical, Obstetricians , Gynecologists, Doctors,,,,,,,,,,,,,,,,,,,
Big Pat's,604 Main St,Sharpsburg,PA,15215,40.49465546,-79.935592,3.5,3,0,,1,,,,,,"Bars, Food, Nightlife, Beer, Wine & Spirits",Bars,, Food, Nightlife, Beer, Wine , Spirits,,,,,,,,,,,,,,,,,,
Staples,6521 Steubenville Pike,Pittsburgh,PA,15205,40.4476274,-80.1616397,2,8,1,TRUE,2,,,,,,"IT Services & Computer Repair, Shopping, Printing Services, Shipping Centers, Local Services, Mobile Phone Repair, Office Equipment",IT Services ,, Computer Repair, Shopping, Printing Services, Shipping Centers, Local Services, Mobile Phone Repair, Office Equipment,,,,,,,,,,,,,,,,
Wendy's,2410 W Liberty Ave,Pittsburgh,PA,15226,40.4002348,-80.0241271,2,14,1,TRUE,1,none,free,,TRUE,,"Restaurants, Burgers, Fast Food",Restaurants,, Burgers, Fast Food,,,,,,,,,,,,,,,,,,,,,
Allegheny Health Network Urgent Care Center Braddock,501 Braddock Ave,Braddock,PA,15104,40.4040581,-79.8693435,2.5,3,1,,,,,,,FALSE,"Health & Medical, Urgent Care",Health ,, Medical, Urgent Care,,,,,,,,,,,,,,,,,,,,,
Altimate Air Trampoline Park,1701 Lincoln Hwy,North Versailles,PA,15137,40.3718575,-79.7866694,2.5,14,1,TRUE,,,,,,TRUE,"Active Life, Trampoline Parks, Gymnastics, Kids Activities",Active Life,, Trampoline Parks, Gymnastics, Kids Activities,,,,,,,,,,,,,,,,,,,,
Slate Bistro,28 Donati Rd,Pittsburgh,PA,15241,40.3386539,-80.050247,3.5,33,1,TRUE,3,none,no,FALSE,TRUE,,"Restaurants, American (New)",Restaurants,, American (New),,,,,,,,,,,,,,,,,,,,,,
Paw & Order Dog Training,31 Westchester Ct,McKees Rocks,PA,15136,40.4509834,-80.146889,5,10,1,,,,,,,,"Pets, Pet Services, Pet Training",Pets,, Pet Services, Pet Training,,,,,,,,,,,,,,,,,,,,,
Sephora,"500 Monroeville Mall, Ste 1100",Monroeville,PA,15146,40.42901103,-79.7972492,2,4,1,TRUE,3,,,,,FALSE,"Beauty & Spas, Cosmetics & Beauty Supply, Shopping",Beauty ,, Spas, Cosmetics , Beauty Supply, Shopping,,,,,,,,,,,,,,,,,,,
Double D Saloon,"4121 Butler St, Lawrenceville",Pittsburgh,PA,15201,40.4701639,-79.961038,2,3,0,TRUE,2,full_bar,,,,,"Nightlife, Bars, Dive Bars",Nightlife,, Bars, Dive Bars,,,,,,,,,,,,,,,,,,,,,
Yankee Candle,1730 Robinson Center Dr,Pittsburgh,PA,15205,40.4510025,-80.1612739,4.5,3,1,TRUE,2,,,,,,"Home & Garden, Candle Stores, Shopping",Home ,, Garden, Candle Stores, Shopping,,,,,,,,,,,,,,,,,,,,
