NAME,ADDRESS,CITY,STATE,ZIPCODE,LAT,LONG,STARS,REVIEW_COUNT,IS_OPEN,ACCEPTS_CREDITCARD,PRICE_RANGE,ALCOHOL,WIFI,DOGS_ALLOWED,WHEELCHAIR_ACCESS,APPOINTMENT_ONLY,CATEGORIES,CATEGORY1,CATEGORY2,CATEGORY3,CATEGORY4,CATEGORY5,CATEGORY6,CATEGORY7,CATEGORY8,CATEGORY9,CATEGORY10,CATEGORY11,CATEGORY12,CATEGORY13,CATEGORY14,CATEGORY15,CATEGORY16,,,,
Ichiban,1160 Park Manor Blvd,Pittsburgh,PA,15205,40.45347145,-80.16264198,3.5,84,1,TRUE,2,full_bar,no,,,,"Restaurants, Japanese",Restaurants, Japanese,,,,,,,,,,,,,,,,,,
Big Nick's Pizza,12591 State Rt 30,North Huntingdon,PA,15642,40.33775747,-79.7468859,4,5,0,,2,,,,,,"Pizza, Restaurants",Pizza, Restaurants,,,,,,,,,,,,,,,,,,
Pizza Palermo,406 Lysle Blvd,McKeesport,PA,15132,40.35173396,-79.86275095,2,3,1,TRUE,,none,free,FALSE,TRUE,,"Sandwiches, Restaurants, Italian, Food, Specialty Food, Chicken Wings, Pasta Shops, Pizza",Sandwiches, Restaurants, Italian, Food, Specialty Food, Chicken Wings, Pasta Shops, Pizza,,,,,,,,,,,,
Wendy's,7317 McKnight Rd,Pittsburgh,PA,15237,40.53807208,-80.01189482,1.5,11,1,TRUE,1,,,,,,"Hot Dogs, Fast Food, Restaurants, Burgers",Hot Dogs, Fast Food, Restaurants, Burgers,,,,,,,,,,,,,,,,
Sushi Kim Restaurant,1241 Penn Ave,Pittsburgh,PA,15222,40.4464887,-79.9916719,3,131,1,TRUE,2,full_bar,free,,TRUE,,"Restaurants, Sushi Bars, Korean",Restaurants, Sushi Bars, Korean,,,,,,,,,,,,,,,,,
Genoa Pizza & Pasta,214 Moon Clinton Rd,Coraopolis,PA,15108,40.5130745,-80.2238991,2,13,1,TRUE,2,none,no,,TRUE,,"Halal, Pizza, Italian, Restaurants",Halal, Pizza, Italian, Restaurants,,,,,,,,,,,,,,,,
Eden Bistro,735 Copeland St,Pittsburgh,PA,15232,40.4511698,-79.9345211,4,136,0,TRUE,2,none,no,,,,"Live/Raw Food, Restaurants, Vegan",Live/Raw Food, Restaurants, Vegan,,,,,,,,,,,,,,,,,
Chan An Restaurant,37 Walsh Rd,Pittsburgh,PA,15205,40.439176,-80.071117,4,21,1,TRUE,1,none,no,,,,"Chinese, Restaurants",Chinese, Restaurants,,,,,,,,,,,,,,,,,,
Sir Pizza,2624 Brandt School Rd,Wexford,PA,15090,40.6155836,-80.0929885,3.5,24,1,TRUE,1,beer_and_wine,no,,,,"Restaurants, Salad, Sandwiches, Pizza",Restaurants, Salad, Sandwiches, Pizza,,,,,,,,,,,,,,,,
Pomodoro's,2572 Brandt School Rd,Wexford,PA,15090,40.6135085,-80.0893077,4,42,1,TRUE,2,full_bar,no,,TRUE,,"Nightlife, Sports Bars, Karaoke, Restaurants, Pizza, Bars",Nightlife, Sports Bars, Karaoke, Restaurants, Pizza, Bars,,,,,,,,,,,,,,
McNally's Cafe & 6 Pack Shoppe,3028 Clay Pike,Rillton,PA,15678,40.2856077,-79.7262027,5,7,1,TRUE,1,beer_and_wine,,,,,"Local Flavor, Breakfast & Brunch, American (Traditional), Sandwiches, Restaurants",Local Flavor, Breakfast , Brunch, American (Traditional), Sandwiches, Restaurants,,,,,,,,,,,,,,
Showcase BBQ,6800 Frankstown Ave,Pittsburgh,PA,15208,40.4580929,-79.9059706,4.5,81,1,TRUE,1,none,no,FALSE,FALSE,,"American (Traditional), Restaurants, Barbeque, Soul Food",American (Traditional), Restaurants, Barbeque, Soul Food,,,,,,,,,,,,,,,,
Edgar's Authentic Mexican,2760 Saw Mill Run Blvd,Pittsburgh,PA,15227,40.378046,-79.990971,3.5,6,0,,3,none,,,,,"Mexican, Restaurants",Mexican, Restaurants,,,,,,,,,,,,,,,,,,
Najat's Cuisine Authentic Lebanese Food,1500 Electric Ave,North Braddock,PA,15112,40.4051248,-79.8392375,4,4,1,,1,,,,,,"Lebanese, Restaurants, Middle Eastern",Lebanese, Restaurants, Middle Eastern,,,,,,,,,,,,,,,,,
Bombay Curry House,346 Atwood St,Pittsburgh,PA,15213,40.43855,-79.9547383,2.5,4,0,TRUE,2,,,,,,"Indian, Restaurants",Indian, Restaurants,,,,,,,,,,,,,,,,,,
Pizza Prima,190 N Craig St,Pittsburgh,PA,15213,40.4495607,-79.950504,4,21,0,FALSE,1,none,no,FALSE,TRUE,,"Salad, Restaurants, Diners, Pizza",Salad, Restaurants, Diners, Pizza,,,,,,,,,,,,,,,,
Nicky's Thai Kitchen,856 Western Ave,Pittsburgh,PA,15233,40.4521317,-80.0162219,4,379,1,TRUE,2,beer_and_wine,no,,FALSE,,"Thai, Restaurants",Thai, Restaurants,,,,,,,,,,,,,,,,,,
Wai Wai Buffet & Grill,"113 Cavasina Dr, Ste 8",Canonsburg,PA,15317,40.2634203,-80.1738365,2,18,1,TRUE,1,none,no,,,,"Chinese, Buffets, Restaurants",Chinese, Buffets, Restaurants,,,,,,,,,,,,,,,,,
Panera Bread,666 Allegheny River Blvd,Oakmont,PA,15139,40.52108,-79.841511,2,11,1,TRUE,1,none,free,,,,"Sandwiches, Restaurants, Food, Breakfast & Brunch, Salad, Bagels, Soup",Sandwiches, Restaurants, Food, Breakfast , Brunch, Salad, Bagels, Soup,,,,,,,,,,,,
Golden Dragon Chinese Restaurant,114 Tropiano Ln,Irwin,PA,15642,40.3245138,-79.7011549,5,4,1,TRUE,1,,,,,,"Chinese, Restaurants",Chinese, Restaurants,,,,,,,,,,,,,,,,,,
E Town Bar and Grille,304 Butler St,Pittsburgh,PA,15223,40.495304,-79.94511,4.5,37,1,TRUE,1,full_bar,no,,FALSE,,"American (Traditional), Restaurants",American (Traditional), Restaurants,,,,,,,,,,,,,,,,,,
Danny's Bar & Grill,1511 Center Ave,Pittsburgh,PA,15229,40.5145014,-80.0448525,4.5,5,1,TRUE,,,,,,,"American (Traditional), Restaurants",American (Traditional), Restaurants,,,,,,,,,,,,,,,,,,
Mr Mike's Pub & Pizza,9371 Route 30,Irwin,PA,15642,40.3201378,-79.6845419,3,30,1,TRUE,2,full_bar,no,,,,"Restaurants, Pizza",Restaurants, Pizza,,,,,,,,,,,,,,,,,,
Chipotle Mexican Grill,4137 William Penn Hwy,Monroeville,PA,15146,40.439181,-79.766688,2.5,37,1,TRUE,1,none,no,,,,"Restaurants, Mexican, Fast Food",Restaurants, Mexican, Fast Food,,,,,,,,,,,,,,,,,
Alchemy N' Ale,5147 Butler St,Pittsburgh,PA,15201,40.4796743,-79.9552129,3,46,0,TRUE,2,full_bar,free,,,,"Italian, Restaurants, Gastropubs",Italian, Restaurants, Gastropubs,,,,,,,,,,,,,,,,,
Sesame Inn Chinese Restaurant,715 Washington Rd,Pittsburgh,PA,15228,40.37965491,-80.04486434,3.5,72,1,TRUE,2,full_bar,no,,FALSE,,"Chinese, Sushi Bars, Restaurants, Thai",Chinese, Sushi Bars, Restaurants, Thai,,,,,,,,,,,,,,,,
Bethel Deli,2407 S Park Rd,Bethel Park,PA,15102,40.3296755,-80.0225707,4.5,18,1,TRUE,1,,no,,,,"Event Planning & Services, Delis, Caterers, Restaurants",Event Planning , Services, Delis, Caterers, Restaurants,,,,,,,,,,,,,,,
The Smokehouse Bar & Grill,2500 W Liberty Ave,Pittsburgh,PA,15226,40.399184,-80.025491,3.5,25,0,TRUE,2,full_bar,no,,,,"Restaurants, Barbeque, American (Traditional), Bars, Nightlife",Restaurants, Barbeque, American (Traditional), Bars, Nightlife,,,,,,,,,,,,,,,
"Pear and the Pickle, Cafe & Market",1800 Rialto St,Pittsburgh,PA,15212,40.466752,-79.982293,5,64,1,TRUE,1,none,free,,TRUE,,"Restaurants, Food, Coffee & Tea, Delis, Cafes, Specialty Food, Fruits & Veggies, Grocery",Restaurants, Food, Coffee , Tea, Delis, Cafes, Specialty Food, Fruits , Veggies, Grocery,,,,,,,,,,
Red Robin Gourmet Burgers,"Mall Circle Drive, Unit 703-A",Monroeville,PA,15146,40.4324714,-79.7512033,3,43,1,TRUE,2,full_bar,no,,,,"American (Traditional), Burgers, Restaurants",American (Traditional), Burgers, Restaurants,,,,,,,,,,,,,,,,,
Supremo's Pizzeria,"120 Three Degree Rd, Ste C",Pittsburgh,PA,15237,40.5440312,-80.03334106,3.5,10,0,TRUE,2,none,no,,,,"Restaurants, Pizza",Restaurants, Pizza,,,,,,,,,,,,,,,,,,
Fat Tommy's Pizzeria,115 Forbes Ave,Pittsburgh,PA,15222,40.4410274,-80.003365,3.5,18,0,TRUE,1,full_bar,no,,,,"Pizza, Restaurants",Pizza, Restaurants,,,,,,,,,,,,,,,,,,
Chili Noodle Corner,500 Liberty Ave,Pittsburgh,PA,15222,40.441237,-80.003478,3.5,16,0,TRUE,2,none,no,,TRUE,,"Thai, Restaurants, Asian Fusion",Thai, Restaurants, Asian Fusion,,,,,,,,,,,,,,,,,
Los Cabos Mexican Restaurant,4108-10 Penn Ave,Pittsburgh,PA,15224,40.4655393,-79.9545807,3.5,123,1,TRUE,1,none,no,,TRUE,,"Mexican, Restaurants",Mexican, Restaurants,,,,,,,,,,,,,,,,,,
DJ's Sandwich Shoppe,4613 Liberty Ave,Pittsburgh,PA,15224,40.462538,-79.95047639,4,14,0,FALSE,2,none,no,,,,"Restaurants, Breakfast & Brunch, Sandwiches",Restaurants, Breakfast , Brunch, Sandwiches,,,,,,,,,,,,,,,,
Penn Monroe Grill,3985 William Penn Hwy,Monroeville,PA,15146,40.438701,-79.772115,3,9,0,TRUE,2,full_bar,free,,,,"American (Traditional), Restaurants",American (Traditional), Restaurants,,,,,,,,,,,,,,,,,,
Hong Kong Express II,529 Ct Pl,Pittsburgh,PA,15219,40.437018,-79.997166,3.5,8,1,TRUE,1,none,,,TRUE,,"Chinese, Restaurants, Thai",Chinese, Restaurants, Thai,,,,,,,,,,,,,,,,,
Thai Place Restaurant,5528 Walnut St,Pittsburgh,PA,15232,40.4513611,-79.9325239,3,103,0,TRUE,2,full_bar,no,,TRUE,,"Thai, Restaurants",Thai, Restaurants,,,,,,,,,,,,,,,,,,
Tom's Diner,2937 W Liberty Ave,Pittsburgh,PA,15216,40.3942793,-80.0350803,3.5,62,1,TRUE,1,beer_and_wine,no,,,,"Restaurants, Sandwiches, Greek, Burgers",Restaurants, Sandwiches, Greek, Burgers,,,,,,,,,,,,,,,,
KFC,5130 Clairton Blvd,Pittsburgh,PA,15236,40.3445,-79.9726,3.5,3,1,,,,,,,,"Fast Food, Chicken Wings, Chicken Shop, Restaurants",Fast Food, Chicken Wings, Chicken Shop, Restaurants,,,,,,,,,,,,,,,,
Mama Pepino's Pizza,2417 Oneil Blvd,McKeesport,PA,15131,40.3515557,-79.8288981,5,3,1,TRUE,,,,,,,"Pizza, Restaurants",Pizza, Restaurants,,,,,,,,,,,,,,,,,,
Rumors Bar & Grill,466 Rochester Rd NW,Sewickley,PA,15143,40.696112,-80.154383,4,9,1,TRUE,1,full_bar,free,FALSE,,,"American (Traditional), Nightlife, Salad, Burgers, Restaurants, Dive Bars, Bars",American (Traditional), Nightlife, Salad, Burgers, Restaurants, Dive Bars, Bars,,,,,,,,,,,,,
San Lorenzo Ristorante,4407 Butler St,Pittsburgh,PA,15201,40.471828,-79.95983081,4,21,0,TRUE,3,none,no,,,,"Italian, Restaurants",Italian, Restaurants,,,,,,,,,,,,,,,,,,
Eat'n Park,930 Butler St,Etna,PA,15223,40.5120473,-79.9475961,3,14,1,TRUE,2,none,no,,TRUE,,"American (Traditional), Diners, Restaurants, Buffets, Breakfast & Brunch",American (Traditional), Diners, Restaurants, Buffets, Breakfast , Brunch,,,,,,,,,,,,,,
Shamrock Inn,917 Western Ave,Pittsburgh,PA,15233,40.4515892,-80.0171568,4,4,0,FALSE,1,full_bar,,,FALSE,,"Bars, Dive Bars, Restaurants, Nightlife",Bars, Dive Bars, Restaurants, Nightlife,,,,,,,,,,,,,,,,
Pamela's,232 North Ave,Pittsburgh,PA,15209,40.4813695,-79.9741854,4,92,1,FALSE,1,none,no,,,,"Diners, Breakfast & Brunch, Restaurants",Diners, Breakfast , Brunch, Restaurants,,,,,,,,,,,,,,,,
Skinny Pete's Kitchen,538 California Ave,Pittsburgh,PA,15202,40.501896,-80.069952,4.5,26,0,TRUE,1,,free,,,,"American (Traditional), Diners, Restaurants, Pizza, Sandwiches, American (New)",American (Traditional), Diners, Restaurants, Pizza, Sandwiches, American (New),,,,,,,,,,,,,,
Pizza Hut,4001 Main St,Munhall,PA,15120,40.3821848,-79.9046134,1.5,3,1,TRUE,,,,,FALSE,,"Chicken Wings, Pizza, Italian, Restaurants",Chicken Wings, Pizza, Italian, Restaurants,,,,,,,,,,,,,,,,
Latina Pizza,4426 Kennywood Blvd,West Mifflin,PA,15122,40.389264,-79.8681672,5,12,1,FALSE,1,,no,,,,"Pizza, Restaurants",Pizza, Restaurants,,,,,,,,,,,,,,,,,,
Our Place Homemade,105 Middle Ave,Wilmerding,PA,15148,40.3953623,-79.8031129,4.5,3,1,,1,,,,,,"Breakfast & Brunch, Restaurants, Food, Cafes, Bakeries",Breakfast , Brunch, Restaurants, Food, Cafes, Bakeries,,,,,,,,,,,,,,
Duck Donuts,"100 Siena Dr, Ste 220",Pittsburgh,PA,15241,40.3471534,-80.0574215,4,52,1,TRUE,1,none,free,FALSE,TRUE,,"Coffee & Tea, Breakfast & Brunch, Donuts, Food, Restaurants",Coffee , Tea, Breakfast , Brunch, Donuts, Food, Restaurants,,,,,,,,,,,,,
Veltre's Pizza of White Oak,2812 State St,White Oak,PA,15131,40.3525061,-79.8214981,4,21,1,TRUE,1,,,,TRUE,,"Italian, American (Traditional), Pizza, Restaurants",Italian, American (Traditional), Pizza, Restaurants,,,,,,,,,,,,,,,,
Wild Rosemary,1469 Bower Hill Rd,Pittsburgh,PA,15241,40.361915,-80.093232,4,53,1,TRUE,3,none,no,,,,"Restaurants, Desserts, American (New), Mediterranean, Food",Restaurants, Desserts, American (New), Mediterranean, Food,,,,,,,,,,,,,,,
Eden's Market,99 Alfred St,Mount Lebanon,PA,15228,40.38066854,-80.04413393,3.5,6,1,TRUE,2,none,,,,FALSE,"Specialty Food, Food, Drugstores, International Grocery, Gluten-Free, Health & Medical, Health Markets, Shopping, Nutritionists, Restaurants",Specialty Food, Food, Drugstores, International Grocery, Gluten-Free, Health , Medical, Health Markets, Shopping, Nutritionists, Restaurants,,,,,,,,,
Bruegger's Bagels,Pittsburgh International Airport,Pittsburgh,PA,15231,40.49552334,-80.24141577,3,15,1,TRUE,1,none,no,,,,"Food, Sandwiches, Bagels, Restaurants, Breakfast & Brunch",Food, Sandwiches, Bagels, Restaurants, Breakfast , Brunch,,,,,,,,,,,,,,
Hunan Bar,239 Atwood St,Pittsburgh,PA,15213,40.4402935,-79.9562773,4,55,1,TRUE,2,full_bar,no,,,,"Restaurants, Szechuan, Chinese",Restaurants, Szechuan, Chinese,,,,,,,,,,,,,,,,,
Mia Madre Trattoria,649 California Ave,Avalon,PA,15202,40.50110949,-80.0672424,4,33,0,FALSE,2,full_bar,no,,,,"Restaurants, Italian",Restaurants, Italian,,,,,,,,,,,,,,,,,,
Area 51 Bbq,4871 Clairton Blvd,Pittsburgh,PA,15236,40.34941819,-79.97571791,3.5,14,0,TRUE,1,,no,,,,"Barbeque, Restaurants",Barbeque, Restaurants,,,,,,,,,,,,,,,,,,
Chick-fil-A,1620 Washington Rd,Pittsburgh,PA,15241,40.351992,-80.051531,4,25,1,TRUE,1,none,free,,,,"Fast Food, Event Planning & Services, Caterers, Restaurants",Fast Food, Event Planning , Services, Caterers, Restaurants,,,,,,,,,,,,,,,
Madison's Bar and Grill,2750 Mosside Blvd,Monroeville,PA,15146,40.4371252,-79.7551409,2.5,3,1,TRUE,,full_bar,free,FALSE,TRUE,,"Bars, Restaurants, Nightlife, Salad, American (Traditional)",Bars, Restaurants, Nightlife, Salad, American (Traditional),,,,,,,,,,,,,,,
Bistro 9101,9101 Perry Hwy,Pittsburgh,PA,15237,40.5719693,-80.0369749,3.5,38,1,TRUE,2,full_bar,free,,,,"Venues & Event Spaces, Breakfast & Brunch, Seafood, American (New), Vegetarian, Event Planning & Services, Restaurants",Venues , Event Spaces, Breakfast , Brunch, Seafood, American (New), Vegetarian, Event Planning , Services, Restaurants,,,,,,,,,,
Maisie's Pizza,"1130 Perry Hwy, Ste 7",Pittsburgh,PA,15237,40.5477169,-80.0355297,4.5,8,1,TRUE,1,none,no,,,,"Restaurants, Pizza",Restaurants, Pizza,,,,,,,,,,,,,,,,,,
Wexford Ale House,10501 Perry Hwy,Wexford,PA,15090,40.6091504,-80.0533636,3.5,62,1,TRUE,2,full_bar,free,,FALSE,,"Bars, Nightlife, American (Traditional), Restaurants",Bars, Nightlife, American (Traditional), Restaurants,,,,,,,,,,,,,,,,
Buford's Kitchen,1014 5th Ave,Pittsburgh,PA,15219,40.43872706,-79.9904322,2.5,82,1,TRUE,2,full_bar,free,FALSE,TRUE,,"Nightlife, American (Traditional), Restaurants, Burgers, Bars",Nightlife, American (Traditional), Restaurants, Burgers, Bars,,,,,,,,,,,,,,,
Tavern 51,4604 Clairton Blvd,Pittsburgh,PA,15236,40.3572628,-79.9811182,4.5,34,1,TRUE,2,full_bar,no,,,,"Restaurants, American (New), Nightlife, Bars",Restaurants, American (New), Nightlife, Bars,,,,,,,,,,,,,,,,
Subway,517 McNeilly Rd,Pittsburgh,PA,15226,40.383099,-80.0173822,2,5,1,TRUE,1,none,,,,,"Restaurants, Fast Food, Sandwiches",Restaurants, Fast Food, Sandwiches,,,,,,,,,,,,,,,,,
Domino's Pizza,1300 Brodhead Rd,Coraopolis,PA,15108,40.535071,-80.229376,1.5,18,1,TRUE,2,none,no,,,,"Sandwiches, Chicken Wings, Pizza, Restaurants",Sandwiches, Chicken Wings, Pizza, Restaurants,,,,,,,,,,,,,,,,
Unblurred,4800-5500 Penn Ave,Pittsburgh,PA,15224,40.46521,-79.946248,4.5,3,1,TRUE,2,,,,TRUE,FALSE,"Restaurants, Shopping, Arts & Entertainment, Art Galleries",Restaurants, Shopping, Arts , Entertainment, Art Galleries,,,,,,,,,,,,,,,
La Palapa,"Pittsburgh Public Market, 2401 Penn Avenue",Pittsburgh,PA,15201,40.4535609,-79.9805948,4.5,6,0,TRUE,1,,no,,,,"Restaurants, Mexican",Restaurants, Mexican,,,,,,,,,,,,,,,,,,
Pizza Salerno,510 Station St,Bridgeville,PA,15017,40.357359,-80.110555,3,25,1,TRUE,1,,,,,,"Italian, Salad, Pizza, Restaurants",Italian, Salad, Pizza, Restaurants,,,,,,,,,,,,,,,,
Alla Famiglia,804 E Warrington Ave,Pittsburgh,PA,15210,40.4216209,-79.9934403,4.5,182,1,TRUE,4,full_bar,no,,TRUE,,"Italian, Restaurants",Italian, Restaurants,,,,,,,,,,,,,,,,,,
Kouskous Express,665 Washington Rd,Pittsburgh,PA,15228,40.3813039,-80.0439306,4.5,30,1,TRUE,2,,,,,,"Moroccan, Restaurants, Fast Food",Moroccan, Restaurants, Fast Food,,,,,,,,,,,,,,,,,
Hollywood Cafe,2917 Duss Ave,Ambridge,PA,15003,40.6133388,-80.2265981,2.5,3,1,TRUE,2,full_bar,free,,,,"Bars, Nightlife, Sports Bars, American (Traditional), Restaurants",Bars, Nightlife, Sports Bars, American (Traditional), Restaurants,,,,,,,,,,,,,,,
La Tavola Italiana,1 Boggs Ave,Pittsburgh,PA,15211,40.4267793,-80.005652,3.5,126,1,TRUE,2,none,no,,TRUE,,"Restaurants, Pizza, Italian",Restaurants, Pizza, Italian,,,,,,,,,,,,,,,,,
Wendy's,2410 W Liberty Ave,Pittsburgh,PA,15226,40.4002348,-80.0241271,2,14,1,TRUE,1,none,free,,TRUE,,"Restaurants, Burgers, Fast Food",Restaurants, Burgers, Fast Food,,,,,,,,,,,,,,,,,
Slate Bistro,28 Donati Rd,Pittsburgh,PA,15241,40.3386539,-80.050247,3.5,33,1,TRUE,3,none,no,FALSE,TRUE,,"Restaurants, American (New)",Restaurants, American (New),,,,,,,,,,,,,,,,,,
Pirata,274 Forbes Ave,Pittsburgh,PA,15222,40.44023845,-80.00154668,4,202,1,TRUE,2,full_bar,free,,,,"Sandwiches, Nightlife, Caribbean, Bars, Restaurants, Cocktail Bars",Sandwiches, Nightlife, Caribbean, Bars, Restaurants, Cocktail Bars,,,,,,,,,,,,,,
Pints On Penn,3523 Penn Ave,Pittsburgh,PA,15201,40.46430505,-79.96404491,3.5,78,0,TRUE,2,full_bar,free,FALSE,TRUE,,"American (Traditional), American (New), Pubs, Restaurants, Bars, Nightlife",American (Traditional), American (New), Pubs, Restaurants, Bars, Nightlife,,,,,,,,,,,,,,
Andora,1928 Cochran Rd,Pittsburgh,PA,15220,40.3932983,-80.0656595,4,8,0,TRUE,2,full_bar,no,,,,"American (Traditional), Restaurants",American (Traditional), Restaurants,,,,,,,,,,,,,,,,,,
Max & Erma's,1910 Cochran Rd,Pittsburgh,PA,15220,40.3932957,-80.0656653,2.5,22,0,TRUE,2,full_bar,free,,,,"American (New), Restaurants, Sandwiches, Burgers, Salad, American (Traditional)",American (New), Restaurants, Sandwiches, Burgers, Salad, American (Traditional),,,,,,,,,,,,,,
Eat'n Park Restaurants,8891 Route 30,Irwin,PA,15642,40.31992197,-79.68945366,3.5,17,1,TRUE,1,none,no,FALSE,TRUE,,"Breakfast & Brunch, Restaurants, American (Traditional), Diners",Breakfast , Brunch, Restaurants, American (Traditional), Diners,,,,,,,,,,,,,,,
Pepperoni's,28 Donati Rd,Bethel Park,PA,15102,40.338596,-80.050229,4,9,0,TRUE,2,none,,,TRUE,,"Pizza, Restaurants",Pizza, Restaurants,,,,,,,,,,,,,,,,,,
Ting's Kitchen,3200 Mcintyre Square Dr,Pittsburgh,PA,15237,40.55316272,-80.0155167,4,63,1,TRUE,2,none,no,,FALSE,,"Taiwanese, Restaurants, Chinese, Szechuan",Taiwanese, Restaurants, Chinese, Szechuan,,,,,,,,,,,,,,,,
Green Bamboo,472 44th St,Pittsburgh,PA,15201,40.46657196,-79.95384328,4,6,1,TRUE,,,,,,,"Chinese, Restaurants",Chinese, Restaurants,,,,,,,,,,,,,,,,,,
Hook Fish & Chicken,1221 Federal St,Pittsburgh,PA,15212,40.4564292,-80.0071042,3.5,26,1,FALSE,1,none,no,,,,"Chicken Wings, Restaurants, Seafood",Chicken Wings, Restaurants, Seafood,,,,,,,,,,,,,,,,,
Bossa Nova,123 7th St,Pittsburgh,PA,15222,40.4439388,-80.0006057,2.5,29,0,TRUE,3,full_bar,,,,,"Nightlife, Bars, Restaurants, Tapas Bars",Nightlife, Bars, Restaurants, Tapas Bars,,,,,,,,,,,,,,,,
Texas Roadhouse,1155 Washington Pike,Bridgeville,PA,15017,40.369472,-80.1050829,3,61,1,TRUE,2,full_bar,no,,FALSE,,"American (Traditional), Restaurants, Steakhouses, Barbeque",American (Traditional), Restaurants, Steakhouses, Barbeque,,,,,,,,,,,,,,,,
Grand China Buffet & Grill,1025 Washington Pike N11,Bridgeville,PA,15017,40.3671632,-80.110119,3,26,0,TRUE,2,none,no,,,,"Chinese, Restaurants",Chinese, Restaurants,,,,,,,,,,,,,,,,,,
Pizza Sola,6004 Penn Cir S,Pittsburgh,PA,15206,40.45991789,-79.92472304,3.5,60,0,TRUE,1,none,paid,,TRUE,,"Restaurants, Pizza",Restaurants, Pizza,,,,,,,,,,,,,,,,,,
Subway,3070 McIntyre Square Dr,Pittsburgh,PA,15237,40.5516212,-80.0181627,3.5,3,1,TRUE,1,,free,,,,"Restaurants, Fast Food, Sandwiches",Restaurants, Fast Food, Sandwiches,,,,,,,,,,,,,,,,,
Bob's Sub,9600 Perry Hwy,Pittsburgh,PA,15237,40.58212487,-80.03676286,4,5,1,TRUE,,,,,,,"Salad, Restaurants, Food, Donuts, Sandwiches",Salad, Restaurants, Food, Donuts, Sandwiches,,,,,,,,,,,,,,,
Down the Road Lounge,700 Unity Ctr Rd,Plum Boro,PA,15239,40.4853927,-79.7691421,2.5,3,1,TRUE,1,full_bar,free,FALSE,,,"Bars, American (Traditional), Nightlife, Diners, Restaurants",Bars, American (Traditional), Nightlife, Diners, Restaurants,,,,,,,,,,,,,,,
Wheelfish,635 Sangree Rd,Pittsburgh,PA,15237,40.5394099,-79.991666,4,83,1,TRUE,2,full_bar,no,,,,"Bars, Barbeque, American (Traditional), Restaurants, Nightlife",Bars, Barbeque, American (Traditional), Restaurants, Nightlife,,,,,,,,,,,,,,,
Café Phipps,1 Schenley Park,Pittsburgh,PA,15213,40.43888663,-79.94783858,3.5,41,1,TRUE,1,beer_and_wine,no,FALSE,TRUE,,"Arts & Entertainment, Botanical Gardens, Restaurants, Vegetarian, Museums, Sandwiches",Arts , Entertainment, Botanical Gardens, Restaurants, Vegetarian, Museums, Sandwiches,,,,,,,,,,,,,
LaScola's Pizzeria,2491 Greensburg Rd,New Kensington,PA,15068,40.50516439,-79.67636587,3.5,5,1,TRUE,,none,,,,,"Pizza, Restaurants",Pizza, Restaurants,,,,,,,,,,,,,,,,,,
Monte Cello's Downtown,305 7th Ave,Pittsburgh,PA,15222,40.4077836,-80.0930463,3,9,0,TRUE,1,none,,,,,"Italian, Pizza, Restaurants, Sandwiches",Italian, Pizza, Restaurants, Sandwiches,,,,,,,,,,,,,,,,
Pizza Daddies,5560 William Flynn Hwy,Gibsonia,PA,15044,40.6330304,-79.9397258,4.5,10,0,TRUE,1,full_bar,free,,,,"Restaurants, Pizza",Restaurants, Pizza,,,,,,,,,,,,,,,,,,
Silver Palace Chinese Restaurant,2739 Library Rd,Pittsburgh,PA,15234,40.3773915,-80.0037401,4,15,0,TRUE,1,none,no,,FALSE,,"Restaurants, Chinese",Restaurants, Chinese,,,,,,,,,,,,,,,,,,
Harris Grill,245 4th Ave,Pittsburgh,PA,15222,40.439691,-80.0015484,3.5,55,1,TRUE,2,full_bar,free,,,,"American (Traditional), Breakfast & Brunch, Restaurants, Wine Bars, Nightlife, Burgers, Bars",American (Traditional), Breakfast , Brunch, Restaurants, Wine Bars, Nightlife, Burgers, Bars,,,,,,,,,,,,
Fat Cat's Subs,1401 Freeport Rd,Cheswick,PA,15024,40.5406502,-79.8094737,3.5,16,1,TRUE,1,none,no,,,,"Sandwiches, Restaurants",Sandwiches, Restaurants,,,,,,,,,,,,,,,,,,
Giovanni's Pizza & Pasta,3047 W Liberty Ave,Pittsburgh,PA,15216,40.3921739,-80.0377785,3,70,1,TRUE,2,full_bar,free,,,,"Pizza, Restaurants, Gluten-Free",Pizza, Restaurants, Gluten-Free,,,,,,,,,,,,,,,,,
Mad Mex - Oakland,370 Atwood St,Pittsburgh,PA,15213,40.438019,-79.954209,3.5,258,1,TRUE,2,full_bar,free,,TRUE,,"Tex-Mex, Restaurants, Mexican",Tex-Mex, Restaurants, Mexican,,,,,,,,,,,,,,,,,
Taco Bell,3887 Washington Rd,Canonsburg,PA,15317,40.2721892,-80.1273932,3,4,1,TRUE,1,,,,,,"Restaurants, Fast Food, Mexican",Restaurants, Fast Food, Mexican,,,,,,,,,,,,,,,,,
Arleo's Pizza,800 1st St,Canonsburg,PA,15317,40.26765256,-80.18034788,4.5,30,1,TRUE,2,none,no,,TRUE,,"Restaurants, Food, Desserts, Salad, Pizza",Restaurants, Food, Desserts, Salad, Pizza,,,,,,,,,,,,,,,
Jimmy John's,"1800 Main St, Ste 104",Canonsburg,PA,15317,40.27533077,-80.16681117,4,4,1,,,,,,,,"Delis, Sandwiches, Fast Food, Restaurants",Delis, Sandwiches, Fast Food, Restaurants,,,,,,,,,,,,,,,,
